Module                              | Self CPU time | CPU time  | Self CUDA time | CUDA time | CPU Mem | CUDA Mem  | FLOPs        | Parameters | Calls
   │  │  │  │  └── scale_activation | 1.018ms       | 2.003ms   | 5.571us        | 7.428us   | 0 b     | 2.00 Kb   | 0 FLOPs      | 0          | 1    
   │  │  │  └── 3                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.146ms       | 5.513ms   | 70.005us       | 233.350us | 0 b     | 344.00 Kb | 21.07MFLOPs  | 53.76K     | 1    
   │  │  │  │  └── 1                | 1.197ms       | 4.537ms   | 5.472us        | 14.592us  | 0 b     | 430.00 Kb | 0 FLOPs      | 224.00     | 1    
   │  ├── 12                        |               |           |                |           |         |           |              |            |      
   │  │  └── block                  |               |           |                |           |         |           |              |            |      
   │  │  │  ├── 0                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.159ms       | 5.676ms   | 43.965us       | 146.550us | 0 b     | 2.01 Mb   | 29.50MFLOPs  | 75.26K     | 1    
   │  │  │  │  ├── 1                | 1.108ms       | 4.359ms   | 9.792us        | 26.112us  | 0 b     | 2.51 Mb   | 0 FLOPs      | 1.34K      | 1    
   │  │  │  │  └── 2                | 1.063ms       | 2.088ms   | 7.104us        | 9.472us   | 0 b     | 0 b       | 0 FLOPs      | 0          | 1    
   │  │  │  ├── 1                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.084ms       | 5.323ms   | 23.904us       | 79.680us  | 0 b     | 2.51 Mb   | 2.37MFLOPs   | 6.05K      | 1    
   │  │  │  │  ├── 1                | 1.098ms       | 4.324ms   | 9.696us        | 25.856us  | 0 b     | 2.51 Mb   | 0 FLOPs      | 1.34K      | 1    
   │  │  │  │  └── 2                | 1.084ms       | 2.111ms   | 6.720us        | 8.960us   | 0 b     | 0 b       | 0 FLOPs      | 0          | 1    
   │  │  │  ├── 2                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── avgpool          | 1.063ms       | 3.135ms   | 10.656us       | 21.312us  | 0 b     | 6.00 Kb   | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── fc1              | 1.173ms       | 5.592ms   | 17.728us       | 56.160us  | 0 b     | 4.00 Kb   | 225.79KFLOPs | 113.06K    | 1    
   │  │  │  │  ├── fc2              | 1.135ms       | 5.444ms   | 15.808us       | 49.760us  | 0 b     | 12.00 Kb  | 225.79KFLOPs | 113.57K    | 1    
   │  │  │  │  ├── activation       | 1.157ms       | 3.419ms   | 5.472us        | 10.944us  | 0 b     | 2.00 Kb   | 0 FLOPs      | 0          | 1    
   │  │  │  │  └── scale_activation | 1.091ms       | 2.139ms   | 5.664us        | 7.552us   | 0 b     | 3.00 Kb   | 0 FLOPs      | 0          | 1    
   │  │  │  └── 3                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.119ms       | 5.335ms   | 102.816us      | 333.904us | 0 b     | 344.00 Kb | 29.50MFLOPs  | 75.26K     | 1    
   │  │  │  │  └── 1                | 1.124ms       | 4.420ms   | 7.776us        | 20.736us  | 0 b     | 430.00 Kb | 0 FLOPs      | 224.00     | 1    
   │  ├── 13                        |               |           |                |           |         |           |              |            |      
   │  │  └── block                  |               |           |                |           |         |           |              |            |      
   │  │  │  ├── 0                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.102ms       | 5.413ms   | 44.448us       | 148.160us | 0 b     | 2.01 Mb   | 29.50MFLOPs  | 75.26K     | 1    
   │  │  │  │  ├── 1                | 1.149ms       | 4.533ms   | 9.597us        | 25.592us  | 0 b     | 2.51 Mb   | 0 FLOPs      | 1.34K      | 1    
   │  │  │  │  └── 2                | 1.065ms       | 2.104ms   | 6.912us        | 9.216us   | 0 b     | 0 b       | 0 FLOPs      | 0          | 1    
   │  │  │  ├── 1                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.137ms       | 5.572ms   | 15.168us       | 50.560us  | 0 b     | 645.00 Kb | 1.65MFLOPs   | 16.80K     | 1    
   │  │  │  │  ├── 1                | 1.077ms       | 4.232ms   | 6.720us        | 17.920us  | 0 b     | 645.00 Kb | 0 FLOPs      | 1.34K      | 1    
   │  │  │  │  └── 2                | 1.027ms       | 2.025ms   | 5.088us        | 6.784us   | 0 b     | 0 b       | 0 FLOPs      | 0          | 1    
   │  │  │  ├── 2                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── avgpool          | 1.096ms       | 3.233ms   | 10.176us       | 20.352us  | 0 b     | 6.00 Kb   | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── fc1              | 1.145ms       | 5.461ms   | 16.320us       | 52.640us  | 0 b     | 4.00 Kb   | 225.79KFLOPs | 113.06K    | 1    
   │  │  │  │  ├── fc2              | 1.116ms       | 5.356ms   | 14.976us       | 47.520us  | 0 b     | 12.00 Kb  | 225.79KFLOPs | 113.57K    | 1    
   │  │  │  │  ├── activation       | 1.044ms       | 3.077ms   | 5.664us        | 11.328us  | 0 b     | 2.00 Kb   | 0 FLOPs      | 0          | 1    
   │  │  │  │  └── scale_activation | 1.079ms       | 2.118ms   | 5.661us        | 7.548us   | 0 b     | 3.00 Kb   | 0 FLOPs      | 0          | 1    
   │  │  │  └── 3                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.177ms       | 5.739ms   | 28.416us       | 94.720us  | 0 b     | 124.00 Kb | 10.54MFLOPs  | 107.52K    | 1    
   │  │  │  │  └── 1                | 1.247ms       | 4.902ms   | 5.568us        | 14.848us  | 0 b     | 155.00 Kb | 0 FLOPs      | 320.00     | 1    
   │  ├── 14                        |               |           |                |           |         |           |              |            |      
   │  │  └── block                  |               |           |                |           |         |           |              |            |      
   │  │  │  ├── 0                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.108ms       | 5.339ms   | 43.584us       | 145.280us | 0 b     | 736.00 Kb | 15.05MFLOPs  | 153.60K    | 1    
